batchsize,input_image_channels,input_image_size,net_string,time_max,time_mean,time_median,time_min,time_trim_mean,total_conv_acts,total_conv_bias,total_conv_filters,total_conv_kernelsizes,total_conv_paddings,total_conv_strides,total_fc_acts,total_fc_bias,total_fc_units,total_pool_paddings,total_pool_sizes,total_pool_strides
13,2,1048576,"[P(6,4,0), C(16,2,1,0,1,0), FC(2048,1,1), FC(512,0,0), FC(256,0,0), FC(32,1,1), FC(16,0,1), FC(16,0,0), FC(16,0,0), FC(16,0,1), FC(16,0,1), FC(16,0,1), FC(16,1,1), FC(16,0,1), FC(16,0,1), FC(16,1,0), FC(16,1,0), FC(16,0,1), SM(10)]",2269.9079513549805,2248.8808155059814,2247.684121131897,2219.6340560913086,2249.9082684516907,1,0,16,4,0,1,5,10,3040,0,36,16
35,1,28900,"[C(1024,6,1,1,0,0), C(1,3,2,0,0,1), C(4,2,2,1,1,0), C(4,7,3,0,0,1), FC(2048,0,0), FC(16,0,1), FC(16,1,0), FC(16,0,1), FC(16,1,1), FC(16,0,0), FC(16,0,0), FC(16,0,1), FC(16,1,1), SM(10)]",784.4250202178955,772.6515531539917,773.6390829086304,762.0840072631836,772.5008130073547,1,2,1033,98,2,18,3,5,2176,0,0,0
